2022-10-08,0.040039062,0
2022-10-09,0,0
2022-10-10,0,0
2022-10-11,0,0
2022-10-12,0,0
2022-10-13,0,0
2022-10-14,0,0
2022-10-15,0,0
2022-10-16,0,0
2022-10-17,0,0
2022-10-18,0.375,0
2022-10-19,0,0
2022-10-20,1,0
2022-10-21,0,0
2022-10-22,0,0
2022-10-23,0,0
